ID_Transaccion,Fecha,ID_Cuenta,ID_Tarjeta,ID_Sucursal,Monto,SaldoActual
TR007663,2025-04-14,CU01115,T000373,S006,618,3529
TR007664,2025-04-19,CU01494,T000481,S011,1693,6845
TR007665,2024-12-12,CU00605,T000222,S005,962,3744
TR007666,2025-02-02,CU01491,T001105,S007,1595,5439
TR007667,2025-03-31,CU00454,T000515,S007,1628,705
TR007668,2024-07-03,CU00595,T001084,S004,1968,8843
TR007669,2025-01-24,CU01357,T000221,S010,1284,4514
TR007670,2024-10-26,CU00507,T000349,S018,1075,2613
TR007671,2025-05-04,CU00794,T000228,S001,1157,7143
TR007672,2025-03-27,CU01494,T000290,S014,1703,1277
TR007673,2025-01-01,CU00021,T000293,S006,809,5281
TR007674,2024-09-21,CU01252,T000810,S011,1029,1583
TR007675,2025-01-16,CU01400,T001217,S014,648,3411
TR007676,2024-07-17,CU01154,T000956,S020,738,4385
TR007677,2024-07-07,CU00620,T001281,S003,502,7413
TR007678,2024-10-19,CU00414,T000388,S016,1208,9837
TR007679,2025-05-24,CU01095,T000615,S016,409,9788
TR007680,2025-06-23,CU01428,T000366,S007,1115,8364
TR007681,2025-06-23,CU01421,T000658,S008,1460,5458
TR007682,2024-08-29,CU00337,T000290,S004,820,6659
TR007683,2025-05-12,CU00910,T000189,S012,903,1190
TR007684,2025-03-01,CU00276,T000918,S012,189,9908
TR007685,2024-07-09,CU00892,T001202,S010,1504,4902
TR007686,2025-01-18,CU00013,T000924,S012,981,9279
TR007687,2025-04-30,CU01027,T000988,S011,815,1691
TR007688,2024-12-02,CU00978,T000375,S011,383,6001
TR007689,2025-04-08,CU01248,T000760,S015,850,8179
TR007690,2024-09-24,CU00974,T000217,S006,1346,8879
TR007691,2024-07-25,CU00175,T001066,S011,1467,9134
TR007692,2025-03-16,CU01409,T000194,S002,490,3749
TR007693,2024-11-28,CU00241,T000163,S009,1157,1665
TR007694,2024-10-01,CU00547,T000276,S011,1708,3709
TR007695,2024-11-25,CU00014,T000364,S016,426,3029
TR007696,2025-02-26,CU01219,T000775,S013,250,821
TR007697,2024-09-17,CU01421,T000480,S013,1085,1904
TR007698,2024-10-17,CU01455,T000689,S018,1983,754
TR007699,2024-12-09,CU01330,T000460,S001,1586,8436
TR007700,2024-08-07,CU01358,T001289,S020,1020,7784
TR007701,2025-02-07,CU00725,T000539,S010,1446,9988
TR007702,2024-09-28,CU01434,T000974,S019,1500,6553
TR007703,2025-03-22,CU00003,T000085,S017,1247,4339
TR007704,2025-06-01,CU00691,T000243,S001,1462,992
TR007705,2024-11-18,CU01476,T000880,S001,684,4390
TR007706,2024-10-30,CU00747,T001201,S017,1944,1760
TR007707,2025-02-23,CU00769,T001154,S015,1408,5013
TR007708,2024-08-16,CU00872,T000657,S002,319,7436
TR007709,2025-04-09,CU00495,T001107,S011,1020,7450
TR007710,2024-11-08,CU00417,T000088,S002,225,4020
TR007711,2025-06-20,CU01415,T000742,S020,423,9428
TR007712,2025-03-24,CU01397,T000985,S009,908,1399
TR007713,2024-12-26,CU00628,T000471,S019,1215,2623
TR007714,2025-02-27,CU01076,T000416,S002,1895,1760
TR007715,2024-12-09,CU01400,T001075,S016,1801,9606
TR007716,2025-04-12,CU01419,T000682,S020,1780,8725
TR007717,2025-01-19,CU01021,T001087,S009,79,7730
TR007718,2025-04-15,CU00142,T001113,S020,855,4612
TR007719,2025-01-11,CU01110,T001214,S004,1004,1958
TR007720,2024-08-19,CU01488,T000899,S013,365,9002
TR007721,2025-01-12,CU00046,T000601,S015,22,8429
TR007722,2024-08-05,CU00844,T001200,S020,548,1853
TR007723,2025-03-09,CU01009,T000776,S002,330,7435
TR007724,2024-10-17,CU01262,T000901,S020,1180,6377
TR007725,2025-01-15,CU00010,T000483,S018,56,1284
TR007726,2025-03-23,CU00664,T001143,S009,1891,7027
TR007727,2025-04-23,CU00573,T000169,S020,1272,833
TR007728,2024-07-31,CU00649,T000147,S001,925,1951
TR007729,2025-05-09,CU00913,T000439,S003,261,6620
TR007730,2025-04-17,CU00640,T000888,S017,1796,9645
TR007731,2024-07-14,CU00616,T001213,S011,435,8686
TR007732,2024-07-05,CU00698,T000160,S008,1551,5391
TR007733,2024-10-22,CU00909,T000814,S012,1502,2617
TR007734,2024-12-26,CU00178,T000402,S011,1724,7689
TR007735,2024-09-08,CU00869,T000586,S013,538,3427
TR007736,2025-05-04,CU01030,T000864,S015,535,6224
TR007737,2024-08-15,CU00853,T001042,S020,381,2166
TR007738,2024-08-29,CU00307,T000140,S017,103,346
TR007739,2025-02-05,CU00548,T001139,S012,29,5424
TR007740,2025-02-06,CU00327,T000328,S019,1878,7687
TR007741,2025-02-27,CU01380,T000225,S020,1507,3238
TR007742,2025-04-04,CU00395,T000558,S011,1081,441
TR007743,2025-01-10,CU00300,T000439,S010,1086,2534
TR007744,2024-11-27,CU00749,T000386,S017,955,441
TR007745,2024-08-21,CU00285,T000521,S013,1072,207
TR007746,2024-09-07,CU00330,T001277,S016,1391,6920
TR007747,2024-12-07,CU00050,T000620,S020,547,4828
TR007748,2024-11-18,CU00773,T001122,S020,1582,5193
TR007749,2025-03-21,CU00378,T000787,S017,1569,5621
TR007750,2024-09-28,CU01000,T001095,S005,327,5326
TR007751,2024-09-13,CU00774,T000551,S009,1762,7902
TR007752,2025-05-23,CU01168,T000447,S004,266,2484
TR007753,2025-02-15,CU01084,T001114,S009,1752,6020
TR007754,2024-10-18,CU00868,T001243,S016,729,8900
TR007755,2024-11-25,CU01099,T000107,S007,1200,6023
TR007756,2024-08-21,CU00003,T000916,S014,1068,5568
TR007757,2024-07-11,CU00748,T000904,S014,219,7796
TR007758,2024-11-05,CU01472,T000544,S007,126,2839
TR007759,2025-06-10,CU00275,T001150,S016,882,4923
TR007760,2025-03-23,CU00215,T001171,S018,1990,5160
TR007761,2025-05-05,CU00329,T000280,S006,1403,7140
TR007762,2024-08-20,CU00255,T000024,S007,319,8502
TR007763,2025-04-21,CU01411,T000952,S019,1329,8577
TR007764,2025-05-18,CU00126,T000120,S008,1224,5938
TR007765,2024-11-03,CU00767,T000855,S001,85,8785
TR007766,2025-01-04,CU01348,T001016,S017,1065,1117
TR007767,2024-12-13,CU01228,T000944,S019,723,3590
TR007768,2025-01-17,CU01196,T001106,S007,1890,2984
TR007769,2025-01-16,CU00217,T000448,S018,1575,2914
TR007770,2025-03-31,CU01269,T000996,S006,1387,8814
TR007771,2025-04-12,CU01360,T001048,S006,1943,5014
TR007772,2025-02-12,CU01322,T001085,S001,1293,9948
TR007773,2025-04-03,CU00832,T000084,S010,362,8015
TR007774,2025-01-30,CU00182,T000225,S008,367,3164
TR007775,2024-07-14,CU00334,T000186,S007,1205,689
TR007776,2025-05-06,CU00511,T000375,S009,1255,8926
TR007777,2025-05-07,CU00383,T000072,S001,988,8499
TR007778,2025-04-08,CU01223,T000074,S011,1094,2333
TR007779,2024-12-10,CU00332,T000153,S003,1849,9268
TR007780,2025-04-13,CU01189,T000096,S018,588,1413
TR007781,2025-05-26,CU01266,T000445,S006,963,8269
TR007782,2024-10-16,CU00900,T001134,S011,1968,1070
TR007783,2025-01-28,CU00642,T000828,S005,1812,4806
TR007784,2024-10-03,CU01251,T001075,S020,489,6689
TR007785,2024-11-25,CU00634,T000377,S004,1258,9771
TR007786,2024-11-29,CU00451,T000765,S008,1854,9462
TR007787,2024-11-16,CU00196,T001097,S010,1453,3285
TR007788,2025-05-29,CU01228,T000212,S003,831,7364
TR007789,2024-07-08,CU00458,T000724,S013,1672,9691
TR007790,2025-04-14,CU00830,T001192,S017,666,7226
TR007791,2024-11-05,CU00257,T000775,S005,1318,2475
TR007792,2025-06-22,CU01296,T000331,S008,1372,4544
TR007793,2024-11-09,CU00009,T000751,S019,1123,6550
TR007794,2025-01-29,CU00761,T001167,S018,876,298
TR007795,2024-12-18,CU00949,T000824,S001,361,3348
TR007796,2024-11-14,CU01225,T000394,S004,1961,1247
TR007797,2025-01-13,CU01083,T000512,S018,1899,5376
TR007798,2025-05-16,CU00887,T000686,S014,358,6850
TR007799,2025-03-04,CU00393,T000621,S011,1154,4806
TR007800,2025-01-09,CU01143,T000604,S009,1543,4135
TR007801,2025-01-11,CU00399,T001283,S013,1407,9609
TR007802,2025-01-27,CU00331,T000718,S017,1641,4068
TR007803,2024-09-30,CU01291,T000349,S015,1945,5154
TR007804,2024-12-12,CU00480,T000515,S002,1843,1526
TR007805,2024-10-02,CU00134,T000399,S006,1586,1941
TR007806,2024-08-27,CU00916,T000214,S007,736,7387
TR007807,2025-06-26,CU00935,T000562,S002,64,4963
TR007808,2025-05-08,CU00355,T001283,S013,1420,6274
TR007809,2025-01-08,CU00584,T000258,S010,181,2244
TR007810,2025-01-25,CU00625,T000694,S016,587,9785
TR007811,2025-02-08,CU01131,T001289,S009,1802,804
TR007812,2024-09-01,CU00290,T001064,S008,189,1169
TR007813,2024-11-24,CU00825,T000998,S015,1207,7828
TR007814,2025-05-26,CU00629,T000820,S007,1891,6580
TR007815,2024-09-16,CU01019,T000210,S019,1516,6917
TR007816,2024-09-23,CU00632,T000272,S004,580,6528
TR007817,2024-08-14,CU01171,T001160,S009,170,6377
TR007818,2024-08-06,CU00327,T000599,S019,322,9060
TR007819,2025-06-27,CU01439,T001084,S002,1196,8551
TR007820,2025-04-17,CU00210,T001039,S007,284,6746
TR007821,2024-09-09,CU01320,T001023,S019,1643,6835
TR007822,2025-03-28,CU01422,T000255,S006,366,3043
TR007823,2025-03-20,CU01127,T000737,S015,111,9879
TR007824,2025-04-28,CU00636,T000722,S007,78,8375
TR007825,2024-08-04,CU00868,T000535,S006,1722,4605
TR007826,2025-06-04,CU01233,T001259,S001,253,5375
TR007827,2025-04-17,CU00428,T001155,S014,236,3661
TR007828,2024-07-13,CU00393,T001024,S001,93,6571
TR007829,2025-05-27,CU00826,T000017,S006,1666,9931
TR007830,2024-09-02,CU00916,T000882,S018,1719,2493
TR007831,2025-06-28,CU01133,T000954,S017,1058,6340
TR007832,2024-12-07,CU00348,T000826,S002,1505,2784
TR007833,2025-03-01,CU00050,T000992,S008,1428,2330
TR007834,2024-08-31,CU00916,T000878,S002,1839,9105
TR007835,2024-09-29,CU01129,T000185,S016,222,3847
TR007836,2024-08-01,CU01444,T001036,S004,1910,995
TR007837,2025-01-01,CU01397,T000080,S002,896,8952
TR007838,2024-09-22,CU01051,T000809,S005,1514,5140
TR007839,2024-12-26,CU00968,T000302,S017,1818,1210
TR007840,2025-06-08,CU00800,T001240,S002,1364,3845
TR007841,2025-03-18,CU01297,T001272,S014,1537,6923
TR007842,2024-10-24,CU01017,T001296,S020,961,9450
TR007843,2025-05-21,CU00649,T000133,S007,985,2237
TR007844,2025-02-08,CU01364,T001029,S015,1633,1940
TR007845,2025-05-06,CU00301,T000756,S018,1623,2010
TR007846,2025-04-13,CU01289,T000629,S013,843,842
TR007847,2025-04-06,CU00166,T001010,S012,252,3260
TR007848,2024-12-20,CU00316,T000773,S002,1388,1416
TR007849,2024-10-09,CU00001,T000141,S012,1551,4641
TR007850,2025-03-19,CU01020,T000483,S006,142,7666
TR007851,2025-03-28,CU01285,T000345,S001,311,7781
TR007852,2024-10-08,CU00063,T001294,S001,1409,7107
TR007853,2024-08-06,CU00483,T001132,S015,1825,3905
TR007854,2025-01-11,CU01345,T000474,S016,582,9332
TR007855,2025-01-27,CU01225,T001106,S007,1336,8208
TR007856,2024-12-13,CU00222,T001108,S014,1303,1831
TR007857,2025-06-10,CU00152,T001095,S019,1590,9947
TR007858,2025-03-07,CU00644,T000175,S019,346,7509
TR007859,2024-10-13,CU00626,T000842,S013,1411,1667
TR007860,2024-07-08,CU01486,T000866,S012,302,1910
TR007861,2024-07-14,CU00217,T001115,S001,1788,7974
TR007862,2025-01-10,CU00196,T000469,S012,507,5223
TR007863,2025-04-16,CU01226,T001273,S004,247,9786
TR007864,2024-06-29,CU00995,T000644,S015,1670,8896
TR007865,2025-05-22,CU01015,T000681,S016,488,8769
TR007866,2024-10-13,CU00647,T000955,S015,1780,7380
TR007867,2024-10-18,CU01258,T000849,S008,1945,5952
TR007868,2025-06-25,CU01165,T000241,S019,1263,4805
TR007869,2024-08-19,CU00708,T000702,S015,1553,241
TR007870,2024-10-12,CU01081,T000340,S018,1948,4755
TR007871,2025-01-30,CU01166,T000793,S011,928,2198
TR007872,2024-12-31,CU00722,T000744,S009,1373,5489
TR007873,2024-08-03,CU00640,T000463,S001,791,1386
TR007874,2024-11-11,CU00106,T000801,S009,1769,9501
TR007875,2025-01-21,CU00165,T001299,S012,912,907
TR007876,2025-06-05,CU00215,T000015,S002,1376,7488
TR007877,2025-05-26,CU01095,T001065,S011,154,3905
TR007878,2025-04-12,CU00090,T000208,S014,1534,4604
TR007879,2025-04-08,CU00874,T001084,S002,1953,1073
TR007880,2025-05-25,CU01252,T000365,S015,1210,3038
TR007881,2025-03-21,CU01103,T001264,S018,944,185
TR007882,2024-08-23,CU00608,T000608,S014,595,7823
TR007883,2025-01-18,CU00349,T000160,S012,1591,9599
TR007884,2024-11-08,CU00894,T000397,S010,1449,8751
TR007885,2025-05-07,CU00246,T000794,S014,62,2608
TR007886,2024-10-26,CU00272,T000500,S015,1425,1244
TR007887,2024-07-29,CU00403,T000209,S005,870,7928
TR007888,2025-01-16,CU01140,T001157,S002,1083,4764
TR007889,2024-11-29,CU01459,T000433,S006,1166,4745
TR007890,2024-07-05,CU01466,T000609,S012,466,5932
TR007891,2025-04-26,CU01196,T000389,S002,1173,9701
TR007892,2025-03-12,CU01040,T000997,S004,1471,4366
TR007893,2025-06-16,CU00961,T000583,S007,1198,9645
TR007894,2025-01-29,CU00898,T000432,S016,311,4230
TR007895,2024-08-03,CU01080,T001298,S001,1086,9516
TR007896,2025-04-21,CU01127,T000351,S001,1191,1291
TR007897,2024-11-15,CU00284,T000134,S014,1706,9824
TR007898,2025-03-18,CU00517,T001090,S011,816,9539
TR007899,2025-05-29,CU00618,T000639,S012,103,6021
TR007900,2024-11-04,CU01302,T001229,S011,28,2125
TR007901,2025-05-08,CU00612,T000117,S006,1620,3611
TR007902,2025-05-13,CU00750,T001291,S012,508,5841
TR007903,2024-07-17,CU01293,T000149,S012,134,8124
TR007904,2025-05-08,CU00400,T001218,S010,59,7972
TR007905,2025-06-01,CU00086,T000179,S008,1114,3792
TR007906,2024-08-19,CU00320,T000148,S020,70,6599
TR007907,2025-03-18,CU01056,T000465,S019,1959,8259
TR007908,2024-11-19,CU00336,T000976,S007,185,4728
TR007909,2024-07-11,CU00051,T000569,S014,1462,6616
TR007910,2024-12-15,CU01103,T001029,S004,572,3583
TR007911,2025-01-04,CU00174,T000526,S001,1498,1115
TR007912,2024-07-06,CU00501,T000280,S008,1681,6257
TR007913,2024-08-13,CU00076,T000499,S005,168,6458
TR007914,2025-05-30,CU00316,T000836,S008,578,2683
TR007915,2024-08-16,CU01397,T000436,S008,1907,5239
TR007916,2024-12-17,CU01105,T000816,S007,1148,1027
TR007917,2025-06-22,CU00697,T001240,S019,1237,9803
TR007918,2025-06-20,CU01010,T000687,S004,182,1837
TR007919,2024-08-12,CU00732,T000828,S020,71,6679
TR007920,2025-03-30,CU01095,T000969,S006,556,3138
TR007921,2025-01-13,CU00969,T001161,S012,852,7319
TR007922,2025-02-10,CU00854,T000612,S018,1219,6600
TR007923,2024-11-18,CU00666,T000595,S012,1593,1821
TR007924,2025-04-13,CU00652,T000132,S018,1316,2866
TR007925,2025-03-20,CU01095,T000393,S003,1081,2925
TR007926,2024-10-21,CU00046,T000481,S010,1913,6770
TR007927,2025-04-20,CU01071,T000628,S007,683,8510
TR007928,2024-09-21,CU01446,T000419,S003,1324,8813
TR007929,2024-12-18,CU00149,T001226,S019,318,504
TR007930,2025-03-28,CU00910,T000652,S013,1395,5238
TR007931,2024-10-06,CU01154,T000658,S004,1107,8871
TR007932,2024-07-03,CU00456,T000462,S010,829,6258
TR007933,2024-10-04,CU00877,T001226,S006,94,4521
TR007934,2025-01-08,CU00966,T000152,S001,267,3797
TR007935,2024-10-06,CU00869,T000222,S006,1869,5166
TR007936,2024-12-31,CU00929,T000079,S008,1400,257
TR007937,2025-05-15,CU01024,T001224,S015,1185,3275
TR007938,2025-04-02,CU01001,T000099,S008,614,6011
TR007939,2024-09-03,CU00774,T000912,S006,502,9913
TR007940,2025-03-07,CU00244,T000213,S019,1401,7143
TR007941,2025-05-26,CU00474,T001167,S014,1136,8021
TR007942,2024-12-08,CU00382,T000702,S002,578,905
TR007943,2025-06-02,CU01127,T001076,S007,1646,9597
TR007944,2024-10-10,CU00489,T000967,S008,632,8805
TR007945,2024-11-17,CU01061,T000135,S010,279,7335
TR007946,2024-09-01,CU01357,T000411,S013,754,603
TR007947,2025-06-25,CU00397,T001136,S020,1457,7336
TR007948,2024-10-07,CU00296,T000785,S001,1684,7826
TR007949,2025-05-06,CU00107,T001068,S009,242,6086
TR007950,2025-01-14,CU00860,T000261,S010,1246,5283
TR007951,2025-02-07,CU00954,T000743,S020,783,2739
TR007952,2025-02-24,CU00530,T000545,S002,962,9057
TR007953,2025-05-14,CU01107,T000388,S020,1310,336
TR007954,2024-09-02,CU00934,T000016,S011,985,4591
TR007955,2025-03-10,CU00288,T000662,S005,4,6060
TR007956,2025-03-29,CU00706,T000102,S018,320,1899
TR007957,2024-12-25,CU01485,T001210,S007,1345,3487
TR007958,2025-01-08,CU00215,T000951,S003,1032,4099
TR007959,2024-07-12,CU01305,T000931,S016,1076,1546
TR007960,2025-05-25,CU00732,T000025,S015,1024,231
TR007961,2024-10-10,CU01483,T001096,S008,1166,6469
TR007962,2025-02-06,CU00344,T000018,S020,1850,5692
TR007963,2025-02-13,CU00194,T000570,S005,779,4313
TR007964,2024-10-27,CU00158,T001017,S003,827,6159
TR007965,2025-04-21,CU00465,T001121,S005,280,1558
TR007966,2024-11-26,CU00104,T000831,S009,1112,5398
TR007967,2024-12-22,CU00034,T001036,S016,1184,2122
TR007968,2024-08-24,CU01126,T001035,S014,985,2048
TR007969,2024-10-09,CU00639,T000163,S018,1838,6705
TR007970,2024-07-20,CU00325,T000872,S007,28,9912
TR007971,2025-01-22,CU00691,T000835,S015,1552,6961
TR007972,2024-11-12,CU00592,T001265,S008,810,7371
TR007973,2025-06-27,CU00141,T000857,S003,1895,7967
TR007974,2025-02-15,CU00474,T001069,S011,272,4818
TR007975,2025-06-10,CU01055,T000970,S020,1124,4250
TR007976,2025-01-20,CU00884,T000593,S018,1932,623
TR007977,2025-06-28,CU00063,T000255,S015,1228,2581
TR007978,2024-11-10,CU01111,T000067,S010,190,4584
TR007979,2025-02-03,CU00304,T000918,S003,546,6910
TR007980,2025-06-15,CU01085,T000614,S015,294,7602
TR007981,2024-07-15,CU00396,T000974,S006,1919,8637
TR007982,2024-08-26,CU00334,T000603,S011,1967,2412
TR007983,2025-06-15,CU00786,T001066,S011,1999,7115
TR007984,2024-08-28,CU00411,T000384,S019,1814,7371
TR007985,2025-06-17,CU00284,T001258,S003,848,9990
TR007986,2025-02-12,CU00466,T000966,S013,1368,240
TR007987,2025-06-01,CU00080,T000485,S008,771,6992
TR007988,2025-05-27,CU00784,T000039,S011,769,7876
TR007989,2025-01-21,CU01101,T000011,S011,53,9413
TR007990,2025-04-04,CU00733,T000624,S013,1728,2983
TR007991,2024-07-01,CU01385,T000409,S003,684,7728
TR007992,2024-11-29,CU00077,T000108,S006,1071,9326
TR007993,2025-02-19,CU00509,T001118,S010,1011,7561
TR007994,2025-02-14,CU01188,T000084,S019,1446,9274
TR007995,2025-01-26,CU01033,T000058,S012,703,3560
TR007996,2024-12-28,CU01199,T001040,S014,883,2684
TR007997,2025-05-04,CU00462,T000991,S011,465,4833
TR007998,2025-05-25,CU01331,T000838,S010,553,9448
TR007999,2025-01-10,CU00245,T000605,S003,917,9869
TR008000,2025-02-06,CU00122,T000969,S013,1453,6647
TR008001,2024-09-20,CU00185,T000165,S018,1008,1407
TR008002,2025-04-14,CU00032,T000437,S013,1421,2952
TR008003,2024-10-04,CU00998,T000727,S014,194,2324
TR008004,2024-11-18,CU00762,T000403,S014,66,3544
TR008005,2025-03-19,CU00569,T001162,S007,555,1351
TR008006,2025-03-15,CU00310,T000716,S012,1726,9963
TR008007,2024-08-11,CU01396,T000814,S004,601,1495
TR008008,2024-08-23,CU00830,T000722,S016,1500,9306
TR008009,2025-06-04,CU00992,T000531,S019,1712,4841
TR008010,2025-02-17,CU01080,T000293,S010,1905,856
TR008011,2025-04-06,CU00791,T001023,S016,1050,7404
TR008012,2025-06-11,CU01297,T000462,S005,1123,2720
TR008013,2024-10-23,CU00464,T001186,S016,476,2529
TR008014,2025-03-01,CU00678,T000642,S001,573,9523
TR008015,2025-01-13,CU01480,T000044,S005,1917,7905
TR008016,2024-12-05,CU00979,T001107,S013,762,4124
TR008017,2024-10-09,CU00670,T000892,S013,887,134
TR008018,2024-06-28,CU01273,T000636,S003,830,7533
TR008019,2024-10-08,CU00698,T000539,S017,1761,120
TR008020,2025-06-07,CU00994,T000862,S019,82,2412
TR008021,2025-05-02,CU00078,T000519,S005,1422,556
TR008022,2025-05-27,CU00534,T000711,S005,1718,7387
TR008023,2024-09-05,CU00108,T000089,S015,1961,8000
TR008024,2024-12-03,CU01297,T001254,S010,700,4578
TR008025,2024-10-08,CU00764,T001042,S012,1417,1162
TR008026,2024-12-20,CU00015,T000673,S011,44,8020
TR008027,2024-11-08,CU00370,T000864,S001,824,7227
TR008028,2025-05-21,CU01328,T000890,S003,1502,7289
TR008029,2024-10-02,CU00205,T000422,S004,1795,9882
TR008030,2025-04-09,CU01137,T000876,S019,610,8194
TR008031,2024-10-05,CU00865,T000702,S020,1889,8338
TR008032,2025-06-05,CU01277,T000338,S003,1115,4941
TR008033,2024-08-08,CU00441,T000266,S018,1851,4734
TR008034,2024-11-01,CU01210,T000803,S003,1353,7749
TR008035,2024-07-20,CU00859,T000360,S007,1677,5267
TR008036,2025-02-20,CU00227,T001014,S001,1438,4874
TR008037,2025-01-17,CU00528,T000217,S019,1845,5179
TR008038,2024-11-14,CU00354,T000321,S018,1788,7348
TR008039,2025-04-24,CU00623,T000850,S002,720,1753
TR008040,2024-08-06,CU01025,T000719,S012,691,144
TR008041,2025-04-27,CU00927,T000992,S017,1834,4470
TR008042,2025-04-11,CU01444,T001236,S003,1946,3864
TR008043,2024-12-01,CU01185,T000953,S012,699,3132
TR008044,2025-06-26,CU00161,T001227,S012,837,4427
TR008045,2024-07-13,CU00871,T000717,S006,110,185
TR008046,2024-07-17,CU01152,T000985,S010,219,1713
TR008047,2024-12-28,CU01175,T000896,S006,463,6881
TR008048,2024-12-08,CU00444,T001177,S014,860,7327
TR008049,2025-02-11,CU01495,T000287,S002,515,3391
TR008050,2024-07-24,CU00463,T000757,S011,1577,8879
TR008051,2024-11-30,CU01054,T000496,S015,637,8894
TR008052,2024-06-29,CU00473,T001173,S008,1281,6881
TR008053,2024-09-16,CU00557,T000542,S013,1217,3616
TR008054,2025-01-19,CU00080,T000635,S019,627,1356
TR008055,2025-03-24,CU01063,T000939,S010,70,3135
TR008056,2025-04-19,CU00240,T001053,S009,459,7616
TR008057,2025-03-20,CU00557,T001283,S018,1406,5386
TR008058,2024-12-12,CU00590,T000698,S007,1842,5055
TR008059,2025-06-21,CU01361,T000075,S003,1518,9101
TR008060,2025-06-27,CU01304,T000498,S012,1872,737
TR008061,2025-04-18,CU01140,T000722,S015,97,252
TR008062,2024-08-17,CU00269,T000308,S013,1752,6009
TR008063,2025-04-03,CU00335,T000704,S006,1851,2838
TR008064,2024-07-26,CU00312,T000884,S008,224,238
TR008065,2025-03-18,CU01077,T001265,S014,1866,6339
TR008066,2024-11-18,CU01092,T000253,S003,831,825
TR008067,2024-12-23,CU00694,T000936,S016,1305,5800
TR008068,2025-01-30,CU00034,T001244,S018,1930,2465
TR008069,2024-11-05,CU00386,T000397,S017,1357,118
TR008070,2024-10-21,CU00249,T000986,S018,1916,9728
TR008071,2024-08-21,CU01135,T001053,S010,641,2061
TR008072,2024-12-09,CU01118,T000494,S017,1635,1951
TR008073,2025-05-07,CU01434,T000959,S016,1806,7212
TR008074,2024-07-25,CU01203,T001178,S002,1429,5621
TR008075,2025-04-17,CU01071,T000992,S020,496,9154
TR008076,2024-11-24,CU00794,T001255,S004,1783,200
TR008077,2025-04-02,CU00852,T000102,S011,1210,8884
TR008078,2024-10-31,CU00874,T000827,S007,1780,6938
TR008079,2024-10-27,CU00376,T000177,S017,1062,7235
TR008080,2025-01-26,CU00724,T000984,S019,769,6129
TR008081,2024-09-02,CU00202,T000927,S006,1876,2609
TR008082,2024-12-15,CU00445,T000232,S010,760,2055
TR008083,2025-01-11,CU00297,T000012,S004,1669,9946
TR008084,2025-05-11,CU01332,T001210,S001,488,7178
TR008085,2024-09-05,CU00493,T000761,S007,556,7643
TR008086,2024-09-05,CU00338,T000932,S016,992,4880
TR008087,2024-10-17,CU00923,T000266,S017,1729,9980
TR008088,2024-08-12,CU01090,T001159,S005,1530,1010
TR008089,2025-06-23,CU00792,T000757,S010,489,6263
TR008090,2024-10-10,CU01446,T001055,S007,57,8093
TR008091,2025-06-19,CU00962,T000456,S013,512,6815
TR008092,2025-01-27,CU00317,T000259,S007,1272,6242
TR008093,2024-10-29,CU00942,T001128,S015,104,6705
TR008094,2024-10-22,CU00626,T000431,S017,557,1281
TR008095,2024-11-05,CU00075,T000469,S003,60,7631
TR008096,2025-06-21,CU00939,T001231,S005,1602,704
TR008097,2025-04-18,CU00059,T000647,S010,735,5949
TR008098,2024-12-27,CU00386,T000447,S005,1583,2470
TR008099,2025-06-15,CU00015,T000783,S007,1262,302
TR008100,2025-01-22,CU01255,T001113,S007,371,342
TR008101,2025-05-20,CU00199,T000195,S014,26,9821
TR008102,2024-09-27,CU01378,T001146,S015,393,6331
TR008103,2024-10-13,CU00035,T000462,S005,1843,3840
TR008104,2024-09-27,CU00162,T001140,S005,606,2821
TR008105,2024-08-06,CU00982,T000196,S004,110,6126
TR008106,2024-07-29,CU00799,T000036,S020,1416,8951
TR008107,2024-11-02,CU00895,T000067,S009,773,9004
TR008108,2024-08-26,CU00471,T000645,S012,254,9466
TR008109,2024-09-04,CU00531,T001035,S016,1831,5319
TR008110,2025-01-30,CU00792,T000322,S008,1860,8538
TR008111,2025-05-25,CU00852,T000240,S009,1576,830
TR008112,2024-09-11,CU01447,T001017,S012,1828,1660
TR008113,2024-08-01,CU00348,T001084,S020,917,9276
TR008114,2025-01-27,CU00694,T000650,S007,766,8787
TR008115,2025-04-24,CU00935,T000562,S004,1121,5508
TR008116,2025-06-19,CU00913,T000165,S003,538,6658
TR008117,2025-03-28,CU00147,T000831,S001,1128,2675
TR008118,2025-02-21,CU01398,T000189,S007,615,7608
TR008119,2025-06-01,CU00675,T000092,S009,587,1182
TR008120,2025-01-06,CU01440,T000289,S002,597,2853
TR008121,2024-09-16,CU00687,T001099,S007,1520,3058
TR008122,2025-02-16,CU01280,T001077,S010,1238,8835
TR008123,2025-02-10,CU00960,T000175,S002,113,6933
TR008124,2024-07-18,CU00686,T000474,S013,1336,4414
TR008125,2024-09-04,CU01127,T000270,S003,569,5190
TR008126,2024-11-08,CU00121,T000407,S013,955,2250
TR008127,2024-08-07,CU00419,T001148,S010,896,6203
TR008128,2024-08-08,CU00350,T000694,S012,1125,983
TR008129,2024-12-13,CU00042,T000376,S003,762,2777
TR008130,2024-10-27,CU01391,T000182,S020,1671,5338
TR008131,2025-01-08,CU00029,T000036,S006,938,4075
TR008132,2024-08-09,CU00966,T001236,S003,653,106
TR008133,2025-04-01,CU00785,T000134,S002,84,7745
TR008134,2025-06-20,CU00014,T000865,S014,719,9837
TR008135,2025-04-16,CU00920,T000924,S015,1766,5500
